1.507645436007567064e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.314067069930259457e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00	1.307741672101646824e+00
1.533117062515682694e+00	1.506890192176356447e+00	1.504214741966940938e+00	1.504214741966940938e+00	1.504214741966940938e+00	1.501097550596853791e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00	1.495544551899938623e+00
1.530938226767260657e+00	1.511848767899503621e+00	1.504421944570059511e+00	1.504421944570059511e+00	1.500540904625497607e+00	1.500540904625497607e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496490075431688771e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.496138328253620697e+00	1.495714730987645069e+00
1.526521272731549805e+00	1.521177675085838343e+00	1.521177675085838343e+00	1.521177675085838343e+00	1.521177675085838343e+00	1.521177675085838343e+00	1.521177675085838343e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.515488459606363358e+00	1.513332633960126739e+00	1.513332633960126739e+00	1.513332633960126739e+00	1.513332633960126739e+00	1.513332633960126739e+00	1.513332633960126739e+00	1.513332633960126739e+00
1.518387368833175710e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.519624519227730897e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.518904911749290543e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.521998408767911926e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.514576825228604484e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.521428432428475253e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.523294887157401467e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.527241457893391052e+00	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01	5.000000000000000000e+01
1.513006136272892821e+00	1.319722310461179271e+00	1.319722310461179271e+00	1.313230016917893428e+00	1.313230016917893428e+00	1.313230016917893428e+00	1.313230016917893428e+00	1.313230016917893428e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00	1.309553866735612582e+00
1.526929128049600015e+00	1.311133280245944555e+00	1.311133280245944555e+00	1.311133280245944555e+00	1.311133280245944555e+00	1.311133280245944555e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00	1.308337368146337720e+00
