8.687533771991729736e+02	9.322166442871093750e-05	9.131431579589843750e-05	6.437301635742187500e-05	9.846687316894531250e-05	9.918212890625000000e-05	6.580352783203125000e-05	9.822845458984375000e-05	9.155273437500000000e-05	6.842613220214843750e-05	1.001358032226562500e-04	9.393692016601562500e-05	6.580352783203125000e-05	1.001358032226562500e-04	9.226799011230468750e-05	6.675720214843750000e-05	9.346008300781250000e-05	9.894371032714843750e-05	6.699562072753906250e-05	9.036064147949218750e-05	9.560585021972656250e-05
8.737001769542694092e+02	6.890296936035156250e-05	6.628036499023437500e-05	9.393692016601562500e-05	9.465217590332031250e-05	9.584426879882812500e-05	6.723403930664062500e-05	6.914138793945312500e-05	9.870529174804687500e-05	6.079673767089843750e-05	6.151199340820312500e-05	6.055831909179687500e-05	6.175041198730468750e-05	6.198883056640625000e-05	1.280307769775390625e-04	6.175041198730468750e-05	5.984306335449218750e-05	1.435279846191406250e-04	5.698204040527343750e-05	5.984306335449218750e-05	8.392333984375000000e-05
8.735996172428131104e+02	5.078315734863281250e-05	1.115798950195312500e-04	8.583068847656250000e-05	7.271766662597656250e-05	5.531311035156250000e-05	4.959106445312500000e-05	5.841255187988281250e-05	5.817413330078125000e-05	5.197525024414062500e-05	4.744529724121093750e-05	5.030632019042968750e-05	4.863739013671875000e-05	4.816055297851562500e-05	5.102157592773437500e-05	5.030632019042968750e-05	4.982948303222656250e-05	4.935264587402343750e-05	4.863739013671875000e-05	5.102157592773437500e-05	5.292892456054687500e-05
7.808451683521270752e+02	4.499459266662597656e-02	4.522299766540527344e-02	4.569649696350097656e-02	4.409766197204589844e-02	4.345321655273437500e-02	4.285120964050292969e-02	4.388260841369628906e-02	4.430294036865234375e-02	4.587936401367187500e-02	4.734873771667480469e-02	4.743623733520507812e-02	5.469965934753417969e-02	5.186128616333007812e-02	4.971528053283691406e-02	5.041694641113281250e-02	4.936838150024414062e-02	4.906964302062988281e-02	4.566264152526855469e-02	4.724216461181640625e-02	5.049467086791992188e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	3.109128618240356445e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	6.251269433498382568e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.555346584320068359e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.045462267398834229e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.547029500007629395e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	7.547009062767028809e+01
